,index
14100,g15.tert_uni_oth_h_edu_ft_25_ov_f
14101,g15.tert_uni_oth_h_edu_ft_25_ov_p
14102,g15.tert_uni_oth_h_edu_pt_15_24_m
14103,g15.tert_uni_oth_h_edu_pt_15_24_f
14104,g15.tert_uni_oth_h_edu_pt_15_24_p
14105,g15.tert_uni_oth_h_edu_pt_25_ov_m
14106,g15.tert_uni_oth_h_edu_pt_25_ov_f
14107,g15.tert_uni_oth_h_edu_pt_25_ov_p
14108,g15.tert_uni_oth_h_edu_f_pt_ns_m
14109,g15.tert_uni_oth_h_edu_f_pt_ns_f
14110,g15.tert_uni_oth_h_edu_f_pt_ns_p
14111,g15.tert_uni_other_high_edu_tot_m
14112,g15.tert_uni_other_high_edu_tot_f
14113,g15.tert_uni_other_high_edu_tot_p
14114,g15.tert_tot_tert_m
14115,g15.tert_tot_tert_f
14116,g15.tert_tot_tert_p
14117,g15.othr_typ_educ_inst_ft_stud_m
14118,g15.othr_typ_educ_inst_ft_stud_f
14119,g15.othr_typ_educ_inst_ft_stud_p
14120,g15.othr_typ_educ_inst_pt_stud_m
14121,g15.othr_typ_educ_inst_pt_stud_f
14122,g15.othr_typ_educ_inst_pt_stud_p
14123,g15.oth_typ_ed_instit_f_pt_ns_m
14124,g15.oth_typ_ed_instit_f_pt_ns_f
14125,g15.oth_typ_ed_instit_f_pt_ns_p
14126,g15.other_type_educ_instit_tot_m
14127,g15.other_type_educ_instit_tot_f
14128,g15.other_type_educ_instit_tot_p
14129,g15.type_educanl_institution_ns_m
14130,g15.type_educanl_institution_ns_f
14131,g15.type_educanl_institution_ns_p
14132,g15.tot_m
14133,g15.tot_f
14134,g15.tot_p
14135,g47e.d_18_20_fpulptw_mptlf
14136,g47e.d_18_20_fpulptw_mpnlf
14137,g47e.d_18_20_fpulptw_mplfsns
14138,g47e.d_18_20_fpulptw_t
14139,g47e.d_18_20_fput_mpeft
14140,g47e.d_18_20_fput_mpept
14141,g47e.d_18_20_fput_mpeaw
14142,g47e.d_18_20_fput_mpehns
14143,g47e.d_18_20_fput_mpet
14144,g47e.d_18_20_fput_mpulftw
14145,g47e.d_18_20_fput_mpulptw
14146,g47e.d_18_20_fput_mput
14147,g47e.d_18_20_fput_mptlf
14148,g47e.d_18_20_fput_mpnlf
14149,g47e.d_18_20_fput_mplfsns
14150,g47e.d_18_20_fput_t
14151,g47e.d_18_20_fptlf_mpeft
14152,g47e.d_18_20_fptlf_mpept
14153,g47e.d_18_20_fptlf_mpeaw
14154,g47e.d_18_20_fptlf_mpehns
14155,g47e.d_18_20_fptlf_mpet
14156,g47e.d_18_20_fptlf_mpulftw
14157,g47e.d_18_20_fptlf_mpulptw
14158,g47e.d_18_20_fptlf_mput
14159,g47e.d_18_20_fptlf_mptlf
14160,g47e.d_18_20_fptlf_mpnlf
14161,g47e.d_18_20_fptlf_mplfsns
14162,g47e.d_18_20_fptlf_t
14163,g47e.d_18_20_fpnlf_mpeft
14164,g47e.d_18_20_fpnlf_mpept
14165,g47e.d_18_20_fpnlf_mpeaw
14166,g47e.d_18_20_fpnlf_mpehns
14167,g47e.d_18_20_fpnlf_mpet
14168,g47e.d_18_20_fpnlf_mpulftw
14169,g47e.d_18_20_fpnlf_mpulptw
14170,g47e.d_18_20_fpnlf_mput
14171,g47e.d_18_20_fpnlf_mptlf
14172,g47e.d_18_20_fpnlf_mpnlf
14173,g47e.d_18_20_fpnlf_mplfsns
14174,g47e.d_18_20_fpnlf_t
14175,g47e.d_18_20_fplfsns_mpeft
14176,g47e.d_18_20_fplfsns_mpept
14177,g47e.d_18_20_fplfsns_mpeaw
14178,g47e.d_18_20_fplfsns_mpehns
14179,g47e.d_18_20_fplfsns_mpet
14180,g47e.d_18_20_fplfsns_mpulftw
14181,g47e.d_18_20_fplfsns_mpulptw
14182,g47e.d_18_20_fplfsns_mput
14183,g47e.d_18_20_fplfsns_mptlf
14184,g47e.d_18_20_fplfsns_mpnlf
14185,g47e.d_18_20_fplfsns_mplfsns
14186,g47e.d_18_20_fplfsns_t
14187,g47e.d_18_20_fpt_mpeft
14188,g47e.d_18_20_fpt_mpept
14189,g47e.d_18_20_fpt_mpeaw
14190,g47e.d_18_20_fpt_mpehns
14191,g47e.d_18_20_fpt_mpet
14192,g47e.d_18_20_fpt_mpulftw
14193,g47e.d_18_20_fpt_mpulptw
14194,g47e.d_18_20_fpt_mput
14195,g47e.d_18_20_fpt_mptlf
14196,g47e.d_18_20_fpt_mpnlf
14197,g47e.d_18_20_fpt_mplfsns
14198,g47e.d_18_20_fpt_t
14199,g47e.d_21_24_fpeft_mpeft
14200,g47e.d_21_24_fpeft_mpept
14201,g47e.d_21_24_fpeft_mpeaw
14202,g47e.d_21_24_fpeft_mpehns
14203,g47e.d_21_24_fpeft_mpet
14204,g47e.d_21_24_fpeft_mpulftw
14205,g47e.d_21_24_fpeft_mpulptw
14206,g47e.d_21_24_fpeft_mput
14207,g47e.d_21_24_fpeft_mptlf
14208,g47e.d_21_24_fpeft_mpnlf
14209,g47e.d_21_24_fpeft_mplfsns
14210,g47e.d_21_24_fpeft_t
14211,g47e.d_21_24_fpept_mpeft
14212,g47e.d_21_24_fpept_mpept
14213,g47e.d_21_24_fpept_mpeaw
14214,g47e.d_21_24_fpept_mpehns
14215,g47e.d_21_24_fpept_mpet
14216,g47e.d_21_24_fpept_mpulftw
14217,g47e.d_21_24_fpept_mpulptw
14218,g47e.d_21_24_fpept_mput
14219,g47e.d_21_24_fpept_mptlf
14220,g47e.d_21_24_fpept_mpnlf
14221,g47e.d_21_24_fpept_mplfsns
14222,g47e.d_21_24_fpept_t
14223,g47e.d_21_24_fpeaw_mpeft
14224,g47e.d_21_24_fpeaw_mpept
14225,g47e.d_21_24_fpeaw_mpeaw
14226,g47e.d_21_24_fpeaw_mpehns
14227,g47e.d_21_24_fpeaw_mpet
14228,g47e.d_21_24_fpeaw_mpulftw
14229,g47e.d_21_24_fpeaw_mpulptw
14230,g47e.d_21_24_fpeaw_mput
14231,g47e.d_21_24_fpeaw_mptlf
14232,g47e.d_21_24_fpeaw_mpnlf
14233,g47e.d_21_24_fpeaw_mplfsns
14234,g47e.d_21_24_fpeaw_t
14235,g47e.d_21_24_fphns_mpeft
14236,g47e.d_21_24_fphns_mpept
14237,g47e.d_21_24_fphns_mpeaw
14238,g47e.d_21_24_fphns_mpehns
14239,g47e.d_21_24_fphns_mpet
14240,g47e.d_21_24_fphns_mpulftw
14241,g47e.d_21_24_fphns_mpulptw
14242,g47e.d_21_24_fphns_mput
14243,g47e.d_21_24_fphns_mptlf
14244,g47e.d_21_24_fphns_mpnlf
14245,g47e.d_21_24_fphns_mplfsns
14246,g47e.d_21_24_fphns_t
14247,g47e.d_21_24_fpet_mpeft
14248,g47e.d_21_24_fpet_mpept
14249,g47e.d_21_24_fpet_mpeaw
14250,g47e.d_21_24_fpet_mpehns
14251,g47e.d_21_24_fpet_mpet
14252,g47e.d_21_24_fpet_mpulftw
14253,g47e.d_21_24_fpet_mpulptw
14254,g47e.d_21_24_fpet_mput
14255,g47e.d_21_24_fpet_mptlf
14256,g47e.d_21_24_fpet_mpnlf
14257,g47e.d_21_24_fpet_mplfsns
14258,g47e.d_21_24_fpet_t
14259,g47e.d_21_24_fpulftw_mpeft
14260,g47e.d_21_24_fpulftw_mpept
14261,g47e.d_21_24_fpulftw_mpeaw
14262,g47e.d_21_24_fpulftw_mpehns
14263,g47e.d_21_24_fpulftw_mpet
14264,g47e.d_21_24_fpulftw_mpulftw
14265,g47e.d_21_24_fpulftw_mpulptw
14266,g47e.d_21_24_fpulftw_mput
14267,g47e.d_21_24_fpulftw_mptlf
14268,g47e.d_21_24_fpulftw_mpnlf
14269,g47e.d_21_24_fpulftw_mplfsns
14270,g47e.d_21_24_fpulftw_t
14271,g47e.d_21_24_fpulptw_mpeft
14272,g47e.d_21_24_fpulptw_mpept
14273,g47e.d_21_24_fpulptw_mpeaw
14274,g47e.d_21_24_fpulptw_mpehns
14275,g47e.d_21_24_fpulptw_mpet
14276,g47e.d_21_24_fpulptw_mpulftw
14277,g47e.d_21_24_fpulptw_mpulptw
14278,g47e.d_21_24_fpulptw_mput
14279,g47e.d_21_24_fpulptw_mptlf
14280,g47e.d_21_24_fpulptw_mpnlf
14281,g47e.d_21_24_fpulptw_mplfsns
14282,g47e.d_21_24_fpulptw_t
14283,g47e.d_21_24_fput_mpeft
14284,g47e.d_21_24_fput_mpept
14285,g47e.d_21_24_fput_mpeaw
14286,g47e.d_21_24_fput_mpehns
14287,g47e.d_21_24_fput_mpet
14288,g47e.d_21_24_fput_mpulftw
14289,g47e.d_21_24_fput_mpulptw
14290,g47e.d_21_24_fput_mput
14291,g47e.d_21_24_fput_mptlf
14292,g47e.d_21_24_fput_mpnlf
14293,g47e.d_21_24_fput_mplfsns
14294,g47e.d_21_24_fput_t
14295,g47e.d_21_24_fptlf_mpeft
14296,g47e.d_21_24_fptlf_mpept
14297,g47e.d_21_24_fptlf_mpeaw
14298,g47e.d_21_24_fptlf_mpehns
14299,g47e.d_21_24_fptlf_mpet
14300,g47e.d_21_24_fptlf_mpulftw
14301,g47e.d_21_24_fptlf_mpulptw
14302,g47e.d_21_24_fptlf_mput
14303,g47e.d_21_24_fptlf_mptlf
14304,g47e.d_21_24_fptlf_mpnlf
14305,g47e.d_21_24_fptlf_mplfsns
14306,g47e.d_21_24_fptlf_t
14307,g47e.d_21_24_fpnlf_mpeft
14308,g47e.d_21_24_fpnlf_mpept
14309,g47e.d_21_24_fpnlf_mpeaw
14310,g47e.d_21_24_fpnlf_mpehns
14311,g47e.d_21_24_fpnlf_mpet
14312,g47e.d_21_24_fpnlf_mpulftw
14313,g47e.d_21_24_fpnlf_mpulptw
14314,g47e.d_21_24_fpnlf_mput
14315,g47e.d_21_24_fpnlf_mptlf
14316,g47e.d_21_24_fpnlf_mpnlf
14317,g47e.d_21_24_fpnlf_mplfsns
14318,g47e.d_21_24_fpnlf_t
14319,g47e.d_21_24_fplfsns_mpeft
14320,g47e.d_21_24_fplfsns_mpept
14321,g47e.d_21_24_fplfsns_mpeaw
14322,g47e.d_21_24_fplfsns_mpehns
14323,g47e.d_21_24_fplfsns_mpet
14324,g47e.d_21_24_fplfsns_mpulftw
14325,g47e.d_21_24_fplfsns_mpulptw
14326,g47e.d_21_24_fplfsns_mput
14327,g47e.d_21_24_fplfsns_mptlf
14328,g47e.d_21_24_fplfsns_mpnlf
14329,g47e.d_21_24_fplfsns_mplfsns
14330,g47e.d_21_24_fplfsns_t
14331,g47e.d_21_24_fpt_mpeft
14332,g47e.d_21_24_fpt_mpept
14333,g47e.d_21_24_fpt_mpeaw
14334,g47e.d_21_24_fpt_mpehns
14335,g09d.f_chile_0_4
14336,g09d.f_chile_5_14
14337,g09d.f_chile_15_24
14338,g09d.f_chile_25_44
14339,g09d.f_chile_45_54
14340,g09d.f_chile_55_64
14341,g09d.f_chile_65_74
14342,g09d.f_chile_75_84
14343,g09d.f_chile_85ov
14344,g09d.f_chile_tot
14345,g09d.f_china_0_4
14346,g09d.f_china_5_14
14347,g09d.f_china_15_24
14348,g09d.f_china_25_44
14349,g09d.f_china_45_54
14350,g09d.f_china_55_64
14351,g09d.f_china_65_74
14352,g09d.f_china_75_84
14353,g09d.f_china_85ov
14354,g09d.f_china_tot
14355,g09d.f_croatia_0_4
14356,g09d.f_croatia_5_14
14357,g09d.f_croatia_15_24
14358,g09d.f_croatia_25_44
14359,g09d.f_croatia_45_54
14360,g09d.f_croatia_55_64
14361,g09d.f_croatia_65_74
14362,g09d.f_croatia_75_84
14363,g09d.f_croatia_85ov
14364,g09d.f_croatia_tot
14365,g09d.f_egypt_0_4
14366,g09d.f_egypt_5_14
14367,g09d.f_egypt_15_24
14368,g09d.f_egypt_25_44
14369,g09d.f_egypt_45_54
14370,g09d.f_egypt_55_64
14371,g09d.f_egypt_65_74
14372,g09d.f_egypt_75_84
14373,g09d.f_egypt_85ov
14374,g09d.f_egypt_tot
14375,g09d.f_england_0_4
14376,g09d.f_england_5_14
14377,g09d.f_england_15_24
14378,g09d.f_england_25_44
14379,g09d.f_england_45_54
14380,g09d.f_england_55_64
14381,g09d.f_england_65_74
14382,g09d.f_england_75_84
14383,g09d.f_england_85ov
14384,g09d.f_england_tot
14385,g09d.f_fiji_0_4
14386,g09d.f_fiji_5_14
14387,g09d.f_fiji_15_24
14388,g09d.f_fiji_25_44
14389,g09d.f_fiji_45_54
14390,g09d.f_fiji_55_64
14391,g09d.f_fiji_65_74
14392,g09d.f_fiji_75_84
14393,g09d.f_fiji_85ov
14394,g09d.f_fiji_tot
14395,g09d.f_france_0_4
14396,g09d.f_france_5_14
14397,g09d.f_france_15_24
14398,g09d.f_france_25_44
14399,g09d.f_france_45_54
14400,g09d.f_france_55_64
14401,g09d.f_france_65_74
14402,g09d.f_france_75_84
14403,g09d.f_france_85ov
14404,g09d.f_france_tot
14405,g09d.f_germany_0_4
14406,g09d.f_germany_5_14
14407,g09d.f_germany_15_24
14408,g09d.f_germany_25_44
14409,g09d.f_germany_45_54
14410,g09d.f_germany_55_64
14411,g09d.f_germany_65_74
14412,g09d.f_germany_75_84
14413,g09d.f_germany_85ov
14414,g09d.f_germany_tot
14415,g09d.f_greece_0_4
14416,g09d.f_greece_5_14
14417,g09d.f_greece_15_24
14418,g09d.f_greece_25_44
14419,g09d.f_greece_45_54
14420,g09d.f_greece_55_64
14421,g09d.f_greece_65_74
14422,g09d.f_greece_75_84
14423,g09d.f_greece_85ov
14424,g09d.f_greece_tot
14425,g09d.f_hong_kong_sar_ch_0_4
14426,g09d.f_hong_kong_sar_ch_5_14
14427,g09d.f_hong_kong_sar_ch_15_24
14428,g09d.f_hong_kong_sar_ch_25_44
14429,g09d.f_hong_kong_sar_ch_45_54
14430,g09d.f_hong_kong_sar_ch_55_64
14431,g09d.f_hong_kong_sar_ch_65_74
14432,g09d.f_hong_kong_sar_ch_75_84
14433,g09d.f_hong_kong_sar_ch_85ov
14434,g09d.f_hong_kong_sar_ch_tot
14435,g09d.f_india_0_4
14436,g09d.f_india_5_14
14437,g09d.f_india_15_24
14438,g09d.f_india_25_44
14439,g09d.f_india_45_54
14440,g09d.f_india_55_64
14441,g09d.f_india_65_74
14442,g09d.f_india_75_84
14443,g09d.f_india_85ov
14444,g09d.f_india_tot
14445,g09d.f_indonesia_0_4
14446,g09d.f_indonesia_5_14
14447,g09d.f_indonesia_15_24
14448,g09d.f_indonesia_25_44
14449,g09d.f_indonesia_45_54
14450,g09d.f_indonesia_55_64
14451,g09d.f_indonesia_65_74
14452,g09d.f_indonesia_75_84
14453,g09d.f_indonesia_85ov
14454,g09d.f_indonesia_tot
14455,g09d.f_iran_0_4
14456,g09d.f_iran_5_14
14457,g09d.f_iran_15_24
14458,g09d.f_iran_25_44
14459,g09d.f_iran_45_54
14460,g09d.f_iran_55_64
14461,g09d.f_iran_65_74
14462,g09d.f_iran_75_84
14463,g09d.f_iran_85ov
14464,g09d.f_iran_tot
14465,g09d.f_iraq_0_4
14466,g09d.f_iraq_5_14
14467,g09d.f_iraq_15_24
14468,g09d.f_iraq_25_44
14469,g09d.f_iraq_45_54
14470,g09d.f_iraq_55_64
14471,g09d.f_iraq_65_74
14472,g09d.f_iraq_75_84
14473,g09d.f_iraq_85ov
14474,g09d.f_iraq_tot
14475,g09d.f_ireland_0_4
14476,g09d.f_ireland_5_14
14477,g09d.f_ireland_15_24
14478,g09d.f_ireland_25_44
14479,g09d.f_ireland_45_54
14480,g09d.f_ireland_55_64
14481,g09d.f_ireland_65_74
14482,g09d.f_ireland_75_84
14483,g09d.f_ireland_85ov
14484,g09d.f_ireland_tot
14485,g09d.f_italy_0_4
14486,g09d.f_italy_5_14
14487,g09d.f_italy_15_24
14488,g09d.f_italy_25_44
14489,g09d.f_italy_45_54
14490,g09d.f_italy_55_64
14491,g09d.f_italy_65_74
14492,g09d.f_italy_75_84
14493,g09d.f_italy_85ov
14494,g09d.f_italy_tot
14495,g09d.f_japan_0_4
14496,g09d.f_japan_5_14
14497,g09d.f_japan_15_24
14498,g09d.f_japan_25_44
14499,g09d.f_japan_45_54
14500,g09d.f_japan_55_64
14501,g09d.f_japan_65_74
14502,g09d.f_japan_75_84
14503,g09d.f_japan_85ov
14504,g09d.f_japan_tot
14505,g09d.f_korea_south_0_4
14506,g09d.f_korea_south_5_14
14507,g09d.f_korea_south_15_24
14508,g09d.f_korea_south_25_44
14509,g09d.f_korea_south_45_54
14510,g09d.f_korea_south_55_64
14511,g09d.f_korea_south_65_74
14512,g09d.f_korea_south_75_84
14513,g09d.f_korea_south_85ov
14514,g09d.f_korea_south_tot
14515,g09d.f_lebanon_0_4
14516,g09d.f_lebanon_5_14
14517,g09d.f_lebanon_15_24
14518,g09d.f_lebanon_25_44
14519,g09d.f_lebanon_45_54
14520,g09d.f_lebanon_55_64
14521,g09d.f_lebanon_65_74
14522,g09d.f_lebanon_75_84
14523,g09d.f_lebanon_85ov
14524,g09d.f_lebanon_tot
14525,g09d.f_malaysia_0_4
14526,g09d.f_malaysia_5_14
14527,g09d.f_malaysia_15_24
14528,g09d.f_malaysia_25_44
14529,g09d.f_malaysia_45_54
14530,g09d.f_malaysia_55_64
14531,g09d.f_malaysia_65_74
14532,g09d.f_malaysia_75_84
14533,g09d.f_malaysia_85ov
14534,g09d.f_malaysia_tot
14535,g61b.p_mng_0
14536,g61b.p_mng_1_19
14537,g61b.p_mng_20_29
14538,g61b.p_mng_30_34
14539,g61b.p_mng_35_39
14540,g61b.p_mng_40_44
14541,g61b.p_mng_45_49
14542,g61b.p_mng_50_over
14543,g61b.p_mng_hours_ns
14544,g61b.p_mng_tot
14545,g61b.p_pro_0
14546,g61b.p_pro_1_19
14547,g61b.p_pro_20_29
14548,g61b.p_pro_30_34
14549,g61b.p_pro_35_39
14550,g61b.p_pro_40_44
14551,g61b.p_pro_45_49
14552,g61b.p_pro_50_over
14553,g61b.p_pro_hours_ns
14554,g61b.p_pro_tot
14555,g61b.p_ttw_0
14556,g61b.p_ttw_1_19
14557,g61b.p_ttw_20_29
14558,g61b.p_ttw_30_34
14559,g61b.p_ttw_35_39
14560,g61b.p_ttw_40_44
14561,g61b.p_ttw_45_49
14562,g61b.p_ttw_50_over
14563,g61b.p_ttw_hours_ns
14564,g61b.p_ttw_tot
14565,g61b.p_cps_0
14566,g61b.p_cps_1_19
14567,g61b.p_cps_20_29
14568,g61b.p_cps_30_34
14569,g61b.p_cps_35_39
14570,g61b.p_cps_40_44
14571,g61b.p_cps_45_49
14572,g61b.p_cps_50_over
14573,g61b.p_cps_hours_ns
14574,g61b.p_cps_tot
14575,g61b.p_ca_0
14576,g61b.p_ca_1_19
14577,g61b.p_ca_20_29
14578,g61b.p_ca_30_34
14579,g61b.p_ca_35_39
14580,g61b.p_ca_40_44
14581,g61b.p_ca_45_49
14582,g61b.p_ca_50_over
14583,g61b.p_ca_hours_ns
14584,g61b.p_ca_tot
14585,g61b.p_sal_0
14586,g61b.p_sal_1_19
14587,g61b.p_sal_20_29
14588,g61b.p_sal_30_34
14589,g61b.p_sal_35_39
14590,g61b.p_sal_40_44
14591,g61b.p_sal_45_49
14592,g61b.p_sal_50_over
14593,g61b.p_sal_hours_ns
14594,g61b.p_sal_tot
14595,g61b.p_mod_0
14596,g61b.p_mod_1_19
14597,g61b.p_mod_20_29
14598,g61b.p_mod_30_34
14599,g61b.p_mod_35_39
14600,g61b.p_mod_40_44
14601,g61b.p_mod_45_49
14602,g61b.p_mod_50_over
14603,g61b.p_mod_hours_ns
14604,g61b.p_mod_tot
14605,g61b.p_lab_0
14606,g61b.p_lab_1_19
14607,g61b.p_lab_20_29
14608,g61b.p_lab_30_34
14609,g61b.p_lab_35_39
14610,g61b.p_lab_40_44
14611,g61b.p_lab_45_49
14612,g61b.p_lab_50_over
14613,g61b.p_lab_hours_ns
14614,g61b.p_lab_tot
14615,g61b.p_id_ns_0
14616,g61b.p_id_ns_1_19
14617,g61b.p_id_ns_20_24
14618,g61b.p_id_ns_30_34
14619,g61b.p_id_ns_35_39
14620,g61b.p_id_ns_40_44
14621,g61b.p_id_ns_45_49
14622,g61b.p_id_ns_50_over
14623,g61b.p_id_ns_hours_ns
14624,g61b.p_id_ns_tot
14625,g61b.p_tot_0
14626,g61b.p_tot_1_19
14627,g61b.p_tot_20_29
14628,g61b.p_tot_30_34
14629,g61b.p_tot_35_39
14630,g61b.p_tot_40_44
14631,g61b.p_tot_45_49
14632,g61b.p_tot_50_over
14633,g61b.p_tot_hours_ns
14634,g61b.p_tot_tot
14635,g32.neg_nil_inc_cpl_fam_no_child
14636,g32.neg_nil_inc_cpl_fam_wth_chld
14637,g32.neg_nil_inc_one_parent_fam
14638,g32.neg_nil_inc_other_fam
14639,g32.neg_nil_inc_tot
14640,g32.fi_1_149_cpl_fam_no_child
14641,g32.fi_1_149_cpl_fam_with_child
14642,g32.fi_1_149_one_parent_fam
14643,g32.fi_1_149_other_fam
14644,g32.fi_1_149_tot
14645,g32.fi_150_299_cpl_fam_no_child
14646,g32.fi_150_299_cpl_fam_with_child
14647,g32.fi_150_299_one_parent_fam
14648,g32.fi_150_299_other_fam
14649,g32.fi_150_299_tot
14650,g32.fi_300_399_cpl_fam_no_child
14651,g32.fi_300_399_cpl_fam_with_child
14652,g32.fi_300_399_one_parent_fam
14653,g32.fi_300_399_other_fam
14654,g32.fi_300_399_tot
14655,g32.fi_400_499_cpl_fam_no_child
14656,g32.fi_400_499_cpl_fam_with_child
14657,g32.fi_400_499_one_parent_fam
14658,g32.fi_400_499_other_fam
14659,g32.fi_400_499_tot
14660,g32.fi_500_649_cpl_fam_no_child
14661,g32.fi_500_649_cpl_fam_with_child
14662,g32.fi_500_649_one_parent_fam
14663,g32.fi_500_649_other_fam
14664,g32.fi_500_649_tot
14665,g32.fi_650_799_cpl_fam_no_child
14666,g32.fi_650_799_cpl_fam_with_child
14667,g32.fi_650_799_one_parent_fam
14668,g32.fi_650_799_other_fam
14669,g32.fi_650_799_tot
14670,g32.fi_800_999_cpl_fam_no_child
14671,g32.fi_800_999_cpl_fam_wth_chld
14672,g32.fi_800_999_one_parent_fam
14673,g32.fi_800_999_other_fam
14674,g32.fi_800_999_tot
14675,g32.fi_1000_1249_cpl_fam_no_child
14676,g32.fi_1000_1249_cpl_fam_wth_chld
14677,g32.fi_1000_1249_one_parent_fam
14678,g32.fi_1000_1249_other_fam
14679,g32.fi_1000_1249_tot
14680,g32.fi_1250_1499_cpl_fam_no_child
14681,g32.fi_1250_1499_cpl_fam_wth_chld
14682,g32.fi_1250_1499_one_parent_fam
14683,g32.fi_1250_1499_other_fam
14684,g32.fi_1250_1499_tot
14685,g32.fi_1500_1749_cpl_fam_no_child
14686,g32.fi_1500_1749_cpl_fam_wth_chld
14687,g32.fi_1500_1749_one_parent_fam
14688,g32.fi_1500_1749_other_fam
14689,g32.fi_1500_1749_tot
14690,g32.fi_1750_1999_cpl_fam_no_child
14691,g32.fi_1750_1999_cpl_fam_wth_chld
14692,g32.fi_1750_1999_one_parent_fam
14693,g32.fi_1750_1999_other_fam
14694,g32.fi_1750_1999_tot
14695,g32.fi_2000_2499_cpl_fam_no_child
14696,g32.fi_2000_2499_cpl_fam_wth_chld
14697,g32.fi_2000_2499_one_parent_fam
14698,g32.fi_2000_2499_other_fam
14699,g32.fi_2000_2499_tot
14700,g32.fi_2500_2999_cpl_fam_no_child
14701,g32.fi_2500_2999_cpl_fam_wth_chld
14702,g32.fi_2500_2999_one_parent_fam
14703,g32.fi_2500_2999_other_fam
14704,g32.fi_2500_2999_tot
14705,g32.fi_3000_3499_cpl_fam_no_child
14706,g32.fi_3000_3499_cpl_fam_wth_chld
14707,g32.fi_3000_3499_one_parent_fam
14708,g32.fi_3000_3499_other_fam
14709,g32.fi_3000_3499_tot
14710,g32.fi_3500_3999_cpl_fam_no_child
14711,g32.fi_3500_3999_cpl_fam_wth_chld
14712,g32.fi_3500_3999_one_parent_fam
14713,g32.fi_3500_3999_other_fam
14714,g32.fi_3500_3999_tot
14715,g32.fi_4000_more_cpl_fam_no_child
14716,g32.fi_4000_more_cpl_fam_wth_chld
14717,g32.fi_4000_more_one_parent_fam
14718,g32.fi_4000_more_other_fam
14719,g32.fi_4000_more_tot
14720,g32.prt_inc_std_cpl_fam_no_child
14721,g32.part_inc_std_cpl_fam_wth_chld
14722,g32.part_inc_statd_one_parent_fam
14723,g32.partial_income_statd_othr_fam
14724,g32.partial_income_stated_tot
14725,g32.all_inc_ns_cpl_fam_no_child
14726,g32.all_inc_ns_cpl_fam_wth_chld
14727,g32.all_incomes_ns_one_parent_fam
14728,g32.all_incomes_ns_other_fam
14729,g32.all_incomes_ns_tot
14730,g32.tot_cpl_fam_no_child
14731,g32.tot_cpl_fam_wth_chld
14732,g32.tot_one_parent_fam
14733,g32.tot_other_fam
14734,g32.tot_tot
14735,g42.sh_fhs_cf_no_c
14736,g42.sh_fhs_cf_c
14737,g42.sh_fhs_onepf
14738,g42.sh_fhs_oth_fam
14739,g42.sh_fhs_tot
14740,g42.sh_lone_p_h
14741,g42.sh_group_h
14742,g42.sh_tot
14743,g42.sdrtht_1_s_fhs_cf_no_c
14744,g42.sdrtht_1_s_fhs_cf_c
14745,g42.sdrtht_1_s_fhs_onepf
14746,g42.sdrtht_1_s_fhs_oth_fam
14747,g42.sdrtht_1_s_fhs_tot
14748,g42.sdrtht_1_s_lone_p_h
14749,g42.sdrtht_1_s_group_h
14750,g42.sdrtht_1_s_tot
14751,g42.sdrtht_2more_s_fhs_cf_no_c
14752,g42.sdrtht_2more_s_fhs_cf_c
14753,g42.sdrtht_2more_s_fhs_onepf
14754,g42.sdrtht_2more_s_fhs_oth_fam
14755,g42.sdrtht_2more_s_fhs_tot
14756,g42.sdrtht_2more_s_lone_p_h
14757,g42.sdrtht_2more_s_group_h
14758,g42.sdrtht_2more_s_tot
14759,g42.sdrtht_tot_fhs_cf_no_c
14760,g42.sdrtht_tot_fhs_cf_c
14761,g42.sdrtht_tot_fhs_onepf
14762,g42.sdrtht_tot_fhs_oth_fam
14763,g42.sdrtht_tot_fhs_tot
14764,g42.sdrtht_tot_lone_p_h
14765,g42.sdrtht_tot_group_h
14766,g42.sdrtht_tot_tot
14767,g42.foa_1_or_2_sb_fhs_cf_no_c
14768,g42.foa_1_or_2_sb_fhs_cf_c
14769,g42.foa_1_or_2_sb_fhs_onepf
14770,g42.foa_1_or_2_sb_fhs_oth_fam
14771,g42.foa_1_or_2_sb_fhs_tot
14772,g42.foa_1_or_2_sb_lone_p_h
14773,g42.foa_1_or_2_sb_group_h
14774,g42.foa_1_or_2_sb_tot
14775,g42.foa_3sb_fhs_cf_no_c
14776,g42.foa_3sb_fhs_cf_c
14777,g42.foa_3sb_fhs_onepf
14778,g42.foa_3sb_fhs_oth_fam
14779,g42.foa_3sb_fhs_tot
14780,g42.foa_3sb_lone_p_h
14781,g42.foa_3sb_group_h
14782,g42.foa_3sb_tot
14783,g42.foa_4_to_8_sb_fhs_cf_no_c
14784,g42.foa_4_to_8_sb_fhs_cf_c
14785,g42.foa_4_to_8_sb_fhs_onepf
14786,g42.foa_4_to_8_sb_fhs_oth_fam
14787,g42.foa_4_to_8_sb_fhs_tot
14788,g42.foa_4_to_8_sb_lone_p_h
14789,g42.foa_4_to_8_sb_group_h
14790,g42.foa_4_to_8_sb_tot
14791,g42.foa_9mosb_fhs_cf_no_c
14792,g42.foa_9mosb_fhs_cf_c
14793,g42.foa_9mosb_fhs_onepf
14794,g42.foa_9mosb_fhs_oth_fam
14795,g42.foa_9mosb_fhs_tot
14796,g42.foa_9mosb_lone_p_h
14797,g42.foa_9mosb_group_h
14798,g42.foa_9mosb_tot
